id,count
0,79.507904
1,141.51236
2,29.416777
4,101.10445
5,24.911335
10,133.28781
11,129.77765
12,108.223755
15,51.51082
17,11.776788
18,151.05202
23,147.29497
25,71.689026
26,76.62078
31,152.1102
39,101.83303
40,53.131027
41,94.56295
42,
43,145.82224
51,151.23303
52,56.546497
54,89.00495
60,145.51947
61,98.880745
62,121.48976
63,65.464226
65,137.59677
66,129.71085
68,90.104546
71,75.73586
80,72.55055
82,
94,144.01791
98,148.78458
101,43.064655
102,148.76776
107,92.09753
112,110.27965
113,32.76429
115,
116,141.48987
120,131.2251
121,26.87676
122,159.34619
132,134.70807
143,37.869568
147,
150,47.254246
151,84.86521
152,155.29362
153,133.56116
155,48.42096
156,115.70373
159,148.79587
161,133.93219
163,134.30054
177,147.82263
186,77.46881
188,130.83363
190,133.4527
191,74.981804
192,85.524445
195,133.14626
200,127.30365
209,155.45267
210,32.95433
211,107.18878
214,108.92478
215,89.02082
218,85.28489
219,48.269115
222,132.97194
225,63.351048
228,153.12125
236,151.55077
241,130.33405
242,140.16675
243,147.91943
245,134.4047
247,154.42093
251,114.46976
252,130.47464
253,49.854603
254,50.23337
258,149.3824
260,
261,109.02528
265,129.54648
266,151.8824
267,82.72454
269,143.87204
270,
275,93.71525
278,115.02538
279,51.219738
286,133.55356
287,129.11987
288,148.62207
289,125.697815
293,131.03397
294,84.869194
297,
302,53.524048
303,40.772396
304,30.475851
307,126.14725
309,68.0948
311,143.2355
312,62.912624
314,149.79364
315,149.74124
319,145.06891
322,135.05089
323,
325,87.00066
327,148.30267
330,82.19491
332,146.75214
333,130.33447
338,127.84443
341,51.63434
345,84.07862
348,130.48412
349,134.49785
350,139.50584
352,
355,53.67892
356,
358,
363,135.93561
369,136.16635
371,50.491116
372,105.68325
375,156.45334
380,86.60653
388,128.71289
391,
392,99.88893
393,153.2019
394,61.875298
396,111.09157
401,56.834892
407,120.95524
409,139.79659
410,101.93301
416,58.860985
418,134.88643
420,148.53352
421,109.95767
422,134.27196
424,150.8333
428,89.93375
429,98.20833
431,90.653206
435,6.225402
439,137.9726
441,21.959879
447,75.52096
449,87.93861
451,120.60461
452,99.11643
454,74.78093
458,101.81805
463,135.24336
467,45.472443
470,81.728966
471,143.60526
474,155.3623
478,105.025894
483,74.40577
484,82.3414
485,136.26395
486,121.45125
491,58.645706
494,56.400562
495,80.96193
497,110.26255
499,106.06914
515,105.224754
518,143.65553
521,134.32654
525,
529,154.3126
532,147.35461
534,111.4106
540,128.13895
544,148.32033
547,146.89592
549,138.80002
563,60.163776
564,137.42528
567,55.619373
572,76.468765
577,81.74033
578,150.44447
585,111.72985
588,98.56689
589,76.80173
590,136.67245
592,46.189278
594,92.887215
596,70.39353
598,91.3974
599,142.1129
605,92.07223
606,120.42886
607,100.9532
608,145.15005
609,
610,150.31818
611,113.5362
614,
615,138.03806
616,139.97888
617,128.2425
618,95.85931
624,68.84345
629,153.13959
631,141.28493
633,52.740337
637,101.99893
638,74.151
643,
644,128.50052
645,91.009834
646,97.92378
648,137.20023
650,128.37993
651,65.8161
652,160.50081
656,116.65188
657,102.276924
659,46.468037
660,84.259705
662,124.4967
665,156.02145
675,
681,143.4613
682,140.11392
685,128.65604
686,150.51135
689,87.04866
696,147.17557
703,103.90862
704,62.05159
705,123.85497
714,146.51242
717,65.38348
718,49.39814
720,129.31726
721,140.05748
723,146.14673
726,48.325356
728,81.92627
730,79.55239
731,111.50001
734,148.02856
737,77.811775
738,128.36719
745,85.118614
746,52.89458
749,143.3862
752,55.032307
753,43.523876
758,146.88469
765,43.07678
766,108.76549
768,87.781395
769,148.61337
774,142.3132
775,134.3824
781,
784,147.677
794,138.70981
795,154.53798
796,108.02437
802,62.41816
803,131.53601
805,51.41815
806,164.26804
807,88.53788
809,57.17988
810,137.95908
812,59.719563
814,70.63219
818,151.42981
819,132.44806
825,15.268063
836,23.074154
839,108.94815
847,150.88934
848,66.59727
851,86.15597
852,145.1922
853,35.0527
857,146.8876
858,119.03077
859,134.07187
861,7.6077175
867,88.19969
870,82.95545
871,158.42215
872,152.7356
874,151.81195
881,147.74875
886,142.15508
890,
895,144.19376
899,111.728775
900,151.2864
901,156.99048
902,145.3599
903,136.74338
913,149.76498
918,145.68466
923,128.45407
924,102.173706
926,118.47285
927,128.98595
930,88.9102
934,55.313572
937,113.34697
939,112.372925
941,128.89993
942,156.45102
946,108.47036
950,80.507065
953,50.34392
959,18.49454
961,58.01123
962,109.55754
964,82.57981
969,72.010445
971,141.03201
976,81.41235
978,147.0816
980,125.06717
981,114.14994
990,152.76382
993,103.609436
996,134.0686
998,108.86334
999,148.74881
1006,143.00351
1008,46.428963
1013,129.05995
1015,69.91251
1016,77.744225
1022,134.15598
1026,113.226
1028,141.78397
1031,53.850624
1034,
1037,146.78804
1040,
1042,128.28513
1046,137.59145
1048,100.78823
1049,133.98898
1050,
1051,121.62823
1052,151.86394
1055,87.654655
1060,145.12338
1064,139.01218
1066,37.46029
1071,105.38709
1073,79.89812
1089,104.99
1091,67.44635
1092,132.04721
1093,155.32474
1096,113.82882
1097,101.697624
1098,129.73746
1099,49.47183
1102,151.26044
1107,63.94372
1109,91.082924
1111,45.507523
1112,142.96243
1114,155.76715
1116,146.5388
1117,81.94638
1118,52.186657
1122,
1124,143.64651
1127,55.47678
1133,90.60942
1134,105.612854
1135,107.279884
1139,102.93012
1143,
1150,74.943726
1151,141.43893
1153,150.01155
1155,135.22208
1162,133.48251
1163,137.37198
1166,13.006935
1171,142.5533
1172,54.578922
1173,147.74628
1174,86.021736
1177,135.70526
1178,83.60554
1184,49.642452
1185,142.87303
1186,90.54926
1187,154.30887
1188,153.48466
1191,142.99602
1207,118.409485
1213,130.081
1215,108.46167
1223,124.50561
1227,140.2514
1236,
1237,
1238,132.69975
1241,37.59516
1248,128.52063
1250,47.061367
1251,140.37654
1253,66.54852
1255,80.84891
1257,92.22663
1261,75.94292
1262,127.79998
1265,93.99235
1273,153.36536
1277,74.69259
