id,count
0,85.012634
1,205.50331
2,80.63307
4,94.936325
5,112.84497
10,120.78479
11,132.25195
12,192.71124
15,62.613583
17,43.390713
18,199.27621
23,191.83612
25,148.97678
26,70.45339
31,187.0405
39,166.45842
40,45.83399
41,148.16797
42,
43,164.38412
51,193.3086
52,57.06831
54,76.908936
60,153.19244
61,168.93396
62,136.20221
63,38.67481
65,128.49478
66,119.56816
68,164.45906
71,46.450397
80,76.34133
82,
94,170.91608
98,186.92242
101,72.47121
102,162.82382
107,120.72336
112,198.64555
113,65.84307
115,
116,149.72217
120,88.463135
121,64.29255
122,205.14853
132,163.23831
143,60.28665
147,
150,59.456234
151,60.11623
152,191.0989
153,80.19867
155,73.47833
156,126.0329
159,179.63538
161,86.59479
163,78.629486
177,162.0964
186,71.50343
188,66.473434
190,79.86157
191,86.29033
192,160.59961
195,197.01166
200,169.36243
209,193.34546
210,57.987534
211,203.51654
214,160.1083
215,79.123
218,133.8761
219,40.55544
222,97.38443
225,53.836323
228,205.58481
236,189.52274
241,77.857086
242,167.26141
243,198.67953
245,71.828156
247,201.207
251,170.40022
252,82.74988
253,57.63381
254,69.343895
258,189.288
260,
261,163.70512
265,62.657078
266,189.59879
267,176.21222
269,157.65015
270,
275,136.32256
278,72.98489
279,45.50227
286,100.46265
287,63.887684
288,188.7934
289,167.33855
293,80.37482
294,160.52574
297,
302,99.1212
303,64.73177
304,118.43031
307,130.75453
309,60.355167
311,184.63962
312,145.56836
314,190.24411
315,194.3888
319,180.76682
322,142.66791
323,
325,168.2373
327,191.09442
330,54.76
332,181.87134
333,76.90051
338,147.22662
341,76.98107
345,153.37799
348,152.00949
349,87.69052
350,118.08374
352,
355,42.145115
356,
358,
363,159.95364
369,174.15515
371,62.430702
372,175.19975
375,202.15479
380,166.23453
388,76.18976
391,
392,165.25333
393,196.20596
394,82.436424
396,59.84734
401,53.85985
407,40.854404
409,78.543304
410,121.288605
416,105.49313
418,115.513245
420,174.68088
421,187.90536
422,172.50015
424,202.68524
428,174.02905
429,191.47052
431,156.5732
435,23.753748
439,107.74237
441,57.211132
447,64.03693
449,174.72945
451,182.77686
452,74.964584
454,162.18092
458,192.4987
463,164.42947
467,64.592834
470,139.18732
471,147.31805
474,194.76193
478,85.2567
483,96.61868
484,147.23398
485,74.95172
486,157.55634
491,115.32535
494,95.11749
495,173.6579
497,171.28404
499,189.10632
515,128.42133
518,175.71933
521,98.04739
525,
529,184.53061
532,159.29303
534,55.590504
540,69.71956
544,202.275
547,171.20227
549,84.73764
563,51.66144
564,185.13463
567,100.87521
572,143.90659
577,159.65527
578,200.1778
585,190.17455
588,179.60379
589,156.14436
590,126.77298
592,70.44598
594,140.81099
596,65.8414
598,187.67569
599,165.58936
605,75.51366
606,143.6673
607,176.31006
608,182.68277
609,
610,183.11621
611,94.29204
614,
615,162.69778
616,185.59962
617,146.76953
618,171.8052
624,103.62242
629,173.93585
631,88.54178
633,80.58072
637,69.51166
638,132.64026
643,
644,167.02086
645,59.44791
646,163.90651
648,154.42117
650,73.37573
651,90.85196
652,208.60074
656,152.62534
657,88.81923
659,69.26514
660,154.89319
662,137.6312
665,194.25375
675,
681,160.1081
682,169.50699
685,67.540375
686,183.50763
689,64.95303
696,150.45612
703,172.67503
704,112.94925
705,151.72983
714,176.57407
717,69.61348
718,71.49085
720,77.92468
721,199.70683
723,182.7363
726,86.16871
728,165.82239
730,95.189865
731,76.138214
734,203.67578
737,48.778248
738,73.56232
745,181.01282
746,68.00987
749,173.18472
752,60.04919
753,75.31856
758,176.63641
765,76.77779
766,185.51413
768,60.52773
769,184.37085
774,165.39096
775,114.0762
781,
784,189.53152
794,98.382416
795,199.49078
796,64.736206
802,140.84726
803,102.94949
805,56.518772
806,201.66336
807,121.02222
809,50.418232
810,180.7319
812,82.19055
814,100.9461
818,181.64435
819,192.71167
825,4.98123
836,81.57846
839,151.12102
847,196.33765
848,78.02219
851,163.35391
852,159.48605
853,57.474808
857,170.1488
858,87.02495
859,180.65408
861,13.423397
867,135.22319
870,161.65968
871,196.83655
872,203.09427
874,207.8125
881,191.99887
886,154.97931
890,
895,162.37292
899,68.0293
900,186.99341
901,196.38504
902,183.65588
903,84.27115
913,201.27942
918,196.30273
923,154.55591
924,61.50185
926,59.55611
927,75.659
930,163.50705
934,44.19099
937,163.72302
939,134.98141
941,87.549805
942,205.60104
946,183.92316
950,118.538895
953,73.06177
959,61.977974
961,42.360752
962,82.57474
964,114.82959
969,158.61644
971,146.95844
976,65.63167
978,181.67831
980,190.08151
981,159.5516
990,199.9549
993,65.40445
996,77.79181
998,198.15756
999,176.04242
1006,149.59012
1008,70.65483
1013,78.41382
1015,114.12714
1016,149.47708
1022,192.05188
1026,174.86285
1028,193.32376
1031,51.707386
1034,
1037,186.09106
1040,
1042,72.669556
1046,98.3111
1048,112.73218
1049,144.39862
1050,
1051,183.26443
1052,190.40012
1055,97.109665
1060,156.9794
1064,96.201355
1066,61.365055
1071,151.13669
1073,67.355804
1089,175.44318
1091,118.208885
1092,69.59729
1093,192.87198
1096,188.30212
1097,168.22386
1098,61.39165
1099,66.57809
1102,195.97012
1107,81.6248
1109,78.430405
1111,65.39511
1112,136.90216
1114,213.43536
1116,194.67093
1117,154.59369
1118,71.58707
1122,
1124,168.45178
1127,94.85844
1133,184.15808
1134,60.948597
1135,152.18066
1139,188.59259
1143,
1150,89.05992
1151,129.0245
1153,194.13614
1155,69.95596
1162,67.15675
1163,168.96564
1166,19.02465
1171,78.0755
1172,55.48112
1173,194.76102
1174,92.539505
1177,113.749176
1178,127.74008
1184,87.13324
1185,135.19739
1186,88.99634
1187,184.7667
1188,203.30502
1191,163.21542
1207,123.134125
1213,82.71982
1215,160.30327
1223,186.51805
1227,137.97678
1236,
1237,
1238,95.905396
1241,50.345387
1248,76.32776
1250,61.110386
1251,175.76135
1253,98.42699
1255,121.87482
1257,188.07971
1261,105.69531
1262,193.0755
1265,148.86455
1273,199.00534
1277,178.50488
1278,125.06108
1280,91.97612
1284,153.58586
1285,204.8003
1288,88.42
1295,130.38577
1297,206.81938
1299,194.90094
1304,166.01399
1308,70.13425
1310,115.73039
1311,139.39053
1314,90.03232
1315,122.891235
1318,36.804855
1320,209.78323
1321,193.3287
1322,163.89758
1330,151.57332
1333,183.63318
1334,157.66391
1341,160.33241
1344,147.44696
1351,174.57419
1354,83.68475
1356,
1363,141.2468
1365,175.14062
1369,148.86896
1373,102.00742
1375,142.26971
1377,50.3773
1379,172.86578
1380,188.59435
1381,99.32888
1384,161.48657
1390,177.53108
1393,188.65057
1395,
1399,186.65149
1400,86.65459
1401,103.338776
1404,176.35419
1408,65.6745
1409,33.484234
1413,168.03052
1416,183.76974
1418,111.25362
1423,81.1967
1424,57.629948
1425,55.755993
1433,200.14148
1434,158.81021
1436,191.7461
1442,181.60538
1444,58.474476
1445,158.88246
1452,177.13243
1455,185.38608
1462,
1467,39.301064
1472,82.03348
1475,105.87485
1493,135.61316
1501,176.23822
1503,188.78113
1504,197.40631
1505,50.62241
1511,192.72525
1512,
1513,139.56839
1514,96.46872
1528,188.24908
1533,203.86285
1534,62.185734
1536,174.19029
1537,71.06918
1539,137.80255
1550,172.66393
1552,170.86487
1554,186.10236
1555,193.05453
1556,74.13851
1559,54.533356
1563,182.14832
1566,174.08693
1567,135.9165
1568,64.7831
1571,179.3765
1572,64.89728
1574,
1577,82.56389
1583,86.6606
1585,82.47751
1586,173.98569
1587,182.41342
1596,160.2415
1602,60.679707
1604,80.068634
1605,52.14845
1610,197.90134
1611,117.84643
1616,76.80197
1617,132.38556
1618,60.300053
1622,58.537296
1623,44.832363
1628,195.81448
1631,48.60597
1632,180.95508
1633,178.75113
1634,190.98163
1636,181.97662
1637,151.4129
1643,91.10214
1644,131.85658
1646,104.563354
1648,181.63736
1651,75.77734
1656,66.62799
1658,143.27393
1659,66.88986
1665,87.45886
1666,139.56107
1670,98.7504
1674,156.54126
1679,194.94846
1680,188.46341
1683,202.68497
1686,55.66617
1691,126.429596
1693,57.73151
1696,74.70218
1697,112.95516
1703,80.85805
1706,52.120876
1709,168.47177
1710,76.57175
1712,
1713,148.02452
1718,196.44388
1719,177.76971
1722,195.97229
1723,146.3253
1724,204.82193
1728,52.18557
1730,85.59277
1732,65.121994
1737,36.871586
1745,48.689075
1747,72.57182
1748,73.8965
1755,118.25933
1759,78.56271
1761,185.3825
1764,164.72205
1765,168.24405
1766,46.096516
1768,65.05875
1770,77.27115
1771,162.26727
1774,103.28407
1785,162.31662
1788,198.75003
1792,67.48416
1794,174.41339
1797,134.43344
1798,42.258053
1799,201.8581
1802,123.20209
1806,60.051716
1808,82.53497
1810,186.48764
1818,50.65154
1819,204.43051
1820,202.79825
1822,177.64737
1826,184.68573
1827,158.65424
1835,81.76694
1841,124.15991
1842,118.7688
1843,95.85919
1846,57.856174
1849,58.6456
1850,198.0315
1851,112.95694
1857,
1858,158.55872
1860,106.563156
1861,186.30481
1864,82.35461
1869,193.82053
1871,
1872,42.530865
1875,62.202946
1878,203.54962
1879,187.6546
1885,47.832706
1888,103.627075
1889,48.89606
1890,122.65515
1896,142.75415
1897,193.37561
1898,
1900,83.95682
1905,70.134415
1908,86.79176
1909,131.95157
1913,
1918,115.93277
1922,212.1037
1923,150.94693
1925,186.38235
1926,143.05829
1927,194.45091
1930,180.50565
1935,73.11231
1939,107.90036
1942,113.46858
1943,
1948,204.35912
1949,180.14075
1951,125.07922
1953,129.32611
1959,
1963,69.381226
1967,158.23679
1973,173.05359
1975,75.04636
1976,42.283047
1990,126.66342
1993,123.06418
1997,72.78688
1999,150.56638
2001,171.98859
2004,56.063282
2010,118.776794
2013,157.88092
2017,200.28989
2021,104.46508
2023,66.792984
2026,172.90121
2037,64.31544
2039,88.07449
2041,61.980274
2046,67.75775
2050,77.53109
2060,173.39456
2067,126.40349
2069,160.62643
2072,188.73889
2074,166.90987
2079,133.75516
2083,67.088104
2085,86.86455
2087,56.364937
2093,155.79816
2094,72.82019
2097,73.742386
2103,100.74692
2104,
2107,193.443
2108,43.277134
2110,47.708355
2115,183.27768
2117,71.288574
2125,191.02931
2127,205.8852
2133,48.925518
2134,205.45886
2135,129.19919
2141,189.01385
2143,62.17905
2145,50.506443
2146,92.85156
2147,175.3102
2148,
2149,
2165,113.37158
2166,168.9272
2177,98.90347
