id,count
0,90.85444
1,213.72722
2,71.79526
4,96.89784
5,105.574356
10,122.38359
11,132.98592
12,198.63782
15,71.40125
17,37.991474
18,205.002
23,198.21887
25,167.27945
26,77.94525
31,184.17542
39,177.54478
40,55.16169
41,132.64728
42,
43,166.47224
51,200.96214
52,65.66469
54,83.771614
60,155.58348
61,184.1452
62,143.81487
63,45.65634
65,127.61691
66,118.58026
68,179.05005
71,53.329437
80,86.02409
82,
94,175.33853
98,189.90741
101,85.91734
102,162.50833
107,100.73457
112,212.02116
113,81.53307
115,
116,152.15527
120,80.929726
121,81.54776
122,208.2161
132,162.20198
143,53.232136
147,
150,68.568634
151,64.35275
152,195.16115
153,81.08984
155,80.15676
156,101.91699
159,184.85738
161,77.51268
163,73.073746
177,163.25493
186,83.19279
188,57.7055
190,72.77554
191,91.92288
192,171.87189
195,201.4456
200,171.21745
209,195.92621
210,74.14971
211,221.9959
214,168.34032
215,84.43137
218,147.35275
219,46.671192
222,91.12352
225,61.282024
228,211.65353
236,194.8239
241,69.89151
242,170.7284
243,208.3649
245,64.413795
247,201.48381
251,183.47095
252,75.35003
253,69.75867
254,77.953415
258,193.83325
260,
261,173.1739
265,58.527355
266,191.78014
267,193.80977
269,158.4905
270,
275,144.34401
278,74.680855
279,55.001057
286,99.41603
287,55.710995
288,188.80858
289,169.41185
293,74.028
294,175.46092
297,
302,112.5049
303,73.86603
304,110.47688
307,131.33974
309,63.93378
311,191.59496
312,133.73624
314,193.36223
315,201.69756
319,178.96144
322,147.06624
323,
325,182.91322
327,192.78017
330,61.09406
332,188.12842
333,71.08116
338,149.30534
341,81.86988
345,139.18233
348,150.82387
349,86.427124
350,114.61991
352,
355,49.967182
356,
358,
363,167.0501
369,181.55818
371,69.81475
372,189.54561
375,204.13011
380,184.69185
388,73.064476
391,
392,178.52293
393,201.7247
394,90.320724
396,56.999626
401,62.80193
407,38.163006
409,72.67313
410,130.15358
416,116.935196
418,114.19429
420,179.91162
421,200.49751
422,182.75368
424,207.42624
428,189.14757
429,204.69781
431,166.62978
435,19.578722
439,101.7734
441,53.51129
447,75.93082
449,191.91809
451,195.27376
452,79.08966
454,173.82019
458,202.49303
463,167.41093
467,76.9097
470,129.19475
471,146.17256
474,194.7704
478,87.66149
483,107.148285
484,157.70152
485,71.87419
486,162.70645
491,129.49344
494,103.46666
495,187.26736
497,176.34282
499,204.71185
515,135.85463
518,174.9698
521,92.18969
525,
529,186.68872
532,161.54779
534,59.83717
540,67.17014
544,208.54308
547,174.28221
549,79.32468
563,59.755154
564,192.0588
567,115.54678
572,158.50273
577,175.67311
578,207.77869
585,202.12402
588,194.65431
589,172.49265
590,125.40692
592,85.70859
594,128.73022
596,74.85083
598,202.63899
599,170.494
605,82.72019
606,152.40471
607,188.51747
608,182.18079
609,
610,185.77466
611,98.97528
614,
615,165.32413
616,185.82355
617,150.72928
618,182.4571
624,116.82078
629,175.00899
631,87.31403
633,93.620125
637,74.524376
638,148.16783
643,
644,167.32454
645,63.928127
646,170.14806
648,155.52623
650,68.395706
651,102.98773
652,207.46887
656,154.89992
657,90.2231
659,78.01433
660,165.2556
662,140.11803
665,197.47327
675,
681,154.57477
682,173.54794
685,58.00987
686,188.6745
689,71.15755
696,149.7995
703,179.41223
704,126.90979
705,153.58601
714,174.7085
717,76.58785
718,88.01754
720,70.174614
721,206.57584
723,182.22154
726,100.84105
728,182.06192
730,101.703766
731,78.50498
734,211.19981
737,58.003807
738,68.61974
745,203.41283
746,82.377075
749,172.33842
752,72.38126
753,88.94711
758,175.76761
765,95.306915
766,195.1751
768,66.67512
769,188.79576
774,169.62422
775,111.63685
781,
784,193.8191
794,96.48433
795,202.56982
796,68.73887
802,129.9199
803,99.009056
805,69.869194
806,198.01726
807,131.19255
809,59.325512
810,188.66104
812,93.85209
814,111.911766
818,180.79512
819,203.66249
825,-3.0214853
836,101.51957
839,160.66664
847,198.87495
848,90.62431
851,178.2657
852,162.70699
853,50.141125
857,172.68422
858,88.11503
859,182.54942
861,8.30095
867,145.4659
870,177.41035
871,192.45872
872,212.74852
874,214.38083
881,200.45604
886,156.90486
890,
895,166.34175
899,68.78482
900,189.80759
901,195.58434
902,189.74673
903,77.01425
913,203.36743
918,199.52069
923,156.84026
924,65.60544
926,55.26836
927,70.05769
930,175.04356
934,55.346695
937,169.96877
939,138.71144
941,83.53804
942,210.77702
946,194.01881
950,129.85155
953,80.163506
959,56.502285
961,51.841236
962,86.86907
964,95.46051
969,168.63913
971,148.29074
976,69.07623
978,182.37454
980,196.3119
981,168.73148
990,203.48558
993,64.243195
996,71.45073
998,210.20091
999,179.62206
1006,151.28043
1008,83.50195
1013,72.50114
1015,123.16327
1016,166.00316
1022,199.16205
1026,182.67271
1028,202.16449
1031,28.430439
1034,
1037,193.55965
1040,
1042,68.204926
1046,96.28693
