id,count
0,92.88745
1,226.68034
2,74.685646
4,111.188324
5,105.55109
10,144.31946
11,156.23087
12,207.0085
15,60.65176
17,31.831455
18,222.46996
23,214.37791
25,146.8228
26,77.072914
31,218.20155
39,175.73927
40,44.88957
41,161.85342
42,
43,188.77505
51,216.29611
52,57.68327
54,86.7704
60,178.58177
61,174.42282
62,153.11574
63,43.798595
65,155.39098
66,143.80443
68,169.93999
71,52.95023
80,79.70883
82,
94,194.16539
98,212.53575
101,67.204384
102,191.07712
107,138.06636
112,208.06006
113,56.084408
115,
116,175.56139
120,118.60124
121,53.36066
122,234.16756
132,188.9727
143,54.97938
147,
150,58.800457
151,71.55756
152,217.23207
153,104.71411
155,73.591255
156,151.21071
159,204.7343
161,118.02803
163,108.90921
177,188.25844
186,76.09065
188,97.16966
190,109.85593
191,94.17415
192,166.17006
195,218.73917
200,191.67468
209,221.27968
210,48.39546
211,208.85356
214,173.52983
215,90.71689
218,136.74959
219,42.34927
222,128.30594
225,56.53422
228,230.06004
236,215.3305
241,109.66261
242,191.77303
243,219.51198
245,102.66791
247,230.71834
251,182.38649
252,113.51448
253,54.871513
254,69.51665
258,213.92368
260,
261,175.2715
265,90.67868
266,216.237
267,177.03667
269,184.2556
270,
275,147.05579
278,92.978195
279,46.062237
286,126.443405
287,94.10426
288,214.97194
289,188.09633
293,111.09604
294,163.18974
297,
302,96.02104
303,61.82709
304,112.86606
307,152.25975
309,68.15923
311,206.58109
312,148.60524
314,216.21864
315,218.12585
319,210.29524
322,164.19191
323,
325,171.40442
327,217.8309
330,63.448757
332,205.48082
333,106.77603
338,168.60144
341,80.35743
345,162.99738
348,177.63936
349,114.16521
350,146.71016
352,
355,44.74487
356,
358,
363,180.8289
369,193.80734
371,64.00992
372,183.52405
375,231.16098
380,168.02545
388,103.02698
391,
392,173.32645
393,220.74046
394,84.747696
396,81.89964
401,54.063335
407,65.910645
409,108.10683
410,132.82332
416,105.30872
418,142.61821
420,199.45802
421,198.10797
422,191.04297
424,228.7819
428,178.37532
429,199.51357
431,165.07422
435,10.301765
439,137.77794
441,46.541557
447,67.99751
449,177.18169
451,195.48055
452,89.456406
454,166.03001
458,201.88164
463,187.03944
467,60.246082
470,146.35252
471,175.3332
474,224.98036
478,102.08928
483,100.87473
484,152.1768
485,103.10109
486,176.01384
491,112.8142
494,97.17082
495,176.76146
497,187.2769
499,196.90106
515,140.8311
518,203.3239
521,127.86342
525,
529,212.5227
532,185.47401
534,73.14519
540,95.97792
544,225.8741
547,195.10373
549,114.03793
563,52.67027
564,205.48235
567,98.107155
572,146.3228
577,162.06767
578,223.83192
585,202.36153
588,185.93074
589,156.41077
590,152.91228
592,64.92285
594,151.99994
596,70.64513
598,193.02716
599,189.74312
605,86.687515
606,159.03798
607,184.99413
608,211.22235
609,
610,208.88719
611,111.781845
614,
615,186.3514
616,211.10973
617,167.6821
618,181.4223
624,104.60196
629,201.3073
631,115.92647
633,78.07807
637,84.61812
638,133.25421
643,
644,189.11864
645,71.98198
646,177.6977
648,179.98708
650,100.54149
651,91.72542
652,240.97676
656,171.08398
657,105.52092
659,68.36632
660,161.3925
662,158.98912
665,221.95775
675,
681,190.30348
682,191.89146
685,98.74286
686,209.24022
689,75.51488
696,176.2877
703,186.4883
704,111.9795
705,172.15056
714,206.30196
717,73.514786
718,65.58539
720,108.56526
721,221.94136
723,210.4655
726,81.69674
728,166.7596
730,103.18025
731,94.78612
734,226.86314
737,54.744015
738,101.333786
745,178.90102
746,64.18628
749,202.08153
752,58.87187
753,69.48517
758,204.44357
765,68.02076
766,197.29135
768,71.255615
769,208.43846
774,189.62086
775,140.67348
781,
784,213.4784
794,126.777084
795,224.80743
796,81.258194
802,142.2516
803,130.19923
805,53.805614
806,236.51051
807,128.62933
809,51.357067
810,201.27861
812,82.559456
814,102.02266
818,210.83958
819,208.9464
825,-3.4807355
836,66.46712
839,163.51927
847,222.63905
848,78.82921
851,167.53548
852,184.39427
853,52.484913
857,196.5902
858,108.13411
859,204.62044
861,1.0679705
867,142.6945
870,164.20895
871,230.76146
872,225.3619
874,233.22517
881,213.79253
886,181.25798
890,
895,187.73997
899,86.93443
900,213.62585
901,224.75038
902,207.13657
903,115.444046
913,228.97215
918,221.24844
923,175.56853
924,76.73872
926,84.56813
927,104.03291
930,168.82767
934,42.63319
937,180.25063
939,152.47218
941,114.869965
942,232.35188
946,196.19885
950,122.46361
953,73.68089
959,51.32138
961,42.55569
962,99.15132
964,129.42982
969,162.45102
971,172.17503
976,75.60994
978,208.76157
980,209.38358
981,173.4099
990,226.71117
993,84.018906
996,108.0699
998,209.53183
999,201.30115
1006,176.27219
1008,66.352165
1013,107.06889
1015,118.25453
1016,149.40007
1022,211.471
1026,189.854
1028,213.66335
1031,60.694233
1034,
1037,209.56592
1040,
1042,100.12416
1046,126.66998
1048,125.748276
1049,167.64055
1050,
1051,198.76328
1052,219.72731
1055,109.271576
1060,182.68764
1064,124.153854
1066,54.839317
1071,160.03076
1073,74.26738
1089,184.15134
1091,120.10254
1092,102.29962
1093,221.60191
1096,200.94987
1097,178.25883
1098,91.65489
1099,62.449383
1102,221.0355
1107,83.08327
1109,89.223816
1111,69.06554
1112,164.2293
1114,241.19821
1116,221.96887
1117,157.8343
1118,68.09808
1122,
1124,191.17195
1127,91.56987
1133,188.27696
1134,76.038025
1135,165.95497
1139,197.17207
1143,
1150,94.70906
1151,157.09145
1153,221.48991
1155,99.5638
1162,96.30995
1163,193.4821
1166,8.456959
1171,110.890396
1172,54.812366
1173,220.61998
1174,104.31854
1177,143.18591
1178,137.72058
1184,83.49777
1185,162.13899
1186,99.40401
1187,210.79051
1188,232.07964
1191,186.05586
1207,142.04921
1213,107.90811
1215,169.86816
1223,201.28961
1227,165.53175
1236,
1237,
1238,123.86568
1241,42.8967
1248,103.40071
1250,62.0126
1251,197.30284
1253,99.41489
1255,126.44789
1257,192.95197
1261,110.80354
1262,211.91116
1265,157.9721
1273,228.18639
1277,179.29655
1278,131.08823
1280,91.697235
1284,157.7578
1285,232.12065
1288,103.892044
1295,158.8614
1297,220.50278
1299,221.20805
1304,176.10909
1308,97.09215
1310,117.62012
1311,153.41805
1314,122.27203
1315,131.6662
1318,31.563316
1320,237.16725
1321,221.61723
1322,167.47308
1330,163.92586
1333,211.9124
1334,173.81477
1341,164.101
1344,174.82336
1351,198.55005
1354,84.492386
1356,
1363,166.46445
1365,177.21172
1369,168.8365
1373,101.841354
1375,169.45468
1377,54.999233
1379,192.36317
1380,196.34634
1381,96.010056
1384,188.87785
1390,196.98347
1393,217.5175
1395,
1399,213.06523
1400,87.019196
1401,128.93826
1404,200.32489
1408,75.79811
1409,23.787464
1413,184.5412
1416,208.59756
1418,112.626015
1423,91.42871
1424,63.834743
1425,47.458527
1433,225.8525
1434,185.43607
1436,217.47868
1442,191.6009
1444,83.48529
1445,166.52574
1452,191.23755
1455,214.90208
1462,
1467,26.99345
1472,110.28789
1475,134.95099
1493,132.50523
1501,205.28035
1503,211.46706
1504,226.05542
1505,53.765896
1511,217.90755
1512,
1513,144.91193
1514,125.07945
1528,208.42957
1533,227.75357
1534,92.81352
1536,194.22264
1537,102.76036
1539,143.97331
1550,173.04922
1552,200.31412
1554,213.58946
1555,214.26817
1556,64.94847
1559,48.7516
1563,205.98334
1566,174.27364
1567,146.3943
1568,82.460144
1571,209.22452
1572,94.635925
1574,
1577,95.90494
1583,82.466194
1585,109.064224
1586,180.95796
1587,207.3303
1596,178.22441
1602,50.41972
1604,75.859764
1605,53.64642
1610,220.99496
1611,119.287
1616,70.30322
1617,133.10118
1618,56.38019
1622,86.62776
1623,44.462887
1628,220.74915
1631,51.1637
1632,201.9186
1633,206.29414
1634,206.74141
1636,202.31133
1637,175.24767
1643,120.722336
1644,136.94435
1646,133.2672
1648,210.44896
1651,80.33093
1656,97.119644
1658,171.31456
1659,98.15669
1665,85.16187
1666,166.37895
1670,125.56639
1674,159.71013
1679,207.35274
1680,194.24394
1683,226.69383
1686,57.203686
1691,128.16402
1693,81.344666
1696,73.42288
1697,111.64591
1703,86.4344
1706,52.444103
1709,182.54066
1710,101.273026
1712,
1713,155.84172
1718,204.92535
1719,202.44109
1722,224.20251
1723,155.09033
1724,236.71747
1728,50.31386
1730,112.28038
1732,96.36194
1737,46.04391
1745,55.066654
1747,73.42981
1748,88.317795
1755,118.21033
1759,87.876045
1761,198.29903
1764,188.17781
1765,178.59802
1766,58.716
1768,92.690994
1770,107.718735
1771,168.12798
1774,109.95508
1785,187.96593
1788,220.30301
1792,66.29245
1794,201.69594
1797,142.78802
1798,36.4947
1799,223.36241
1802,127.59123
1806,54.510326
1808,111.038345
1810,210.60541
1818,54.302486
1819,232.95143
1820,227.24608
1822,193.23848
1826,185.66368
1827,182.87685
1835,108.624374
1841,152.39018
1842,143.0873
1843,123.54634
1846,88.64421
1849,57.118176
1850,220.51501
1851,138.62111
1857,
1858,162.42043
1860,110.177734
1861,218.97984
1864,82.31926
1869,216.743
1871,
1872,47.427044
1875,84.50896
1878,226.77321
1879,212.53868
1885,77.11359
1888,131.80873
1889,53.469536
1890,130.68001
1896,169.76149
1897,217.41484
1898,
1900,108.18364
1905,76.03975
1908,89.89719
1909,139.64996
1913,
1918,136.4434
1922,239.49431
1923,160.03328
1925,207.23798
1926,168.78912
1927,203.09712
1930,200.5266
1935,68.4313
1939,135.7925
1942,122.51161
1943,
1948,210.99306
1949,185.20097
1951,138.71901
1953,155.51842
1959,
1963,96.94777
1967,157.36707
1973,177.37581
1975,74.16402
1976,39.247406
1990,150.91228
1993,148.85353
1997,76.11333
1999,158.48643
2001,196.5363
2004,68.12343
2010,125.7485
2013,180.40433
2017,227.24287
2021,93.94194
2023,62.340435
2026,195.20967
2037,63.155342
2039,118.939835
2041,67.37593
2046,99.31328
2050,75.41385
2060,182.93478
2067,140.87547
2069,168.41632
2072,217.12329
2074,170.11494
2079,138.6607
2083,65.55638
2085,88.250755
2087,57.825687
2093,179.30083
2094,99.7471
2097,68.78357
2103,101.24984
2104,
2107,205.42862
2108,38.483204
2110,36.226307
2115,185.55702
2117,102.61339
2125,197.92445
2127,232.11075
2133,52.220844
2134,227.39809
2135,141.72426
2141,215.48726
2143,66.270325
2145,68.19284
2146,119.9788
2147,189.26874
2148,
2149,
2165,132.01906
2166,196.40369
2177,112.058105
